Reference,Gene,Peptide,Measurement,Protein,25%,75%,mRNA,Error,tp8mer,tp7m8,tp7A1,orf8mer,orf7m8,orf7A1,fp8mer,fp7m8,fp7A1
NM_015415,BRP44,-,-,-,-,-,-0.650 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_006559,KHDRBS1,14,88,0.000 ,-0.127 ,0.060 ,0.080 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_012333,MYCBP,2,3,0.042 ,-0.338 ,0.591 ,-0.004 ,0.204 ,0,0,1,0,0,0,0,0,0
NM_001099439,EPHA10,-,-,-,-,-,-0.370 ,0.314 ,0,0,0,0,0,0,0,0,0
NM_153339,PUSL1,-,-,-,-,-,0.019 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_006671,SLC1A7,-,-,-,-,-,0.126 ,0.208 ,0,0,0,0,1,0,0,0,0
NM_001017961,FAM78B,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_015441,OLFML2B,-,-,-,-,-,0.353 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_012113,CA14,-,-,-,-,-,0.204 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_004481,GALNT2,-,-,-,-,-,-0.471 ,0.209 ,0,0,1,0,1,0,0,0,0
NM_018053,XKR8,-,-,-,-,-,0.366 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_032328,EFCAB2,-,-,-,-,-,-0.286 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_014947,FOXJ3,-,-,-,-,-,0.369 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_001010979,C1ORF189,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_182664,RASSF5,-,-,-,-,-,-0.098 ,0.220 ,0,0,0,0,0,0,0,0,0
NM_032437,EFCAB7,-,-,-,-,-,-0.391 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_001766,CD1D,-,-,-,-,-,0.196 ,1.150 ,0,0,0,0,0,0,0,0,0
NM_030980,ISG20L2,1,3,0.125 ,0.125 ,0.299 ,0.190 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_152493,ZNF362,2,4,-0.105 ,-0.232 ,-0.017 ,0.122 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_173083,LIN9,-,-,-,-,-,0.276 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_020435,GJC2,-,-,-,-,-,-0.061 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_033055,HIAT1,-,-,-,-,-,-0.047 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_024772,ZMYM1,-,-,-,-,-,-0.323 ,0.207 ,1,0,0,0,0,0,0,0,0
NM_170725,PGBD2,-,-,-,-,-,0.055 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_002928,RGS16,-,-,-,-,-,1.061 ,0.226 ,0,1,0,0,0,0,0,0,0
NM_004559,YBX1,9,82,-0.386 ,-0.476 ,-0.144 ,0.027 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001013641,TMEM82,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_032588,TRIM63,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_016243,CYB5R1,-,-,-,-,-,-0.015 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001013674,C1ORF141,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_002060,GJA4,-,-,-,-,-,0.388 ,0.214 ,0,0,0,0,0,0,0,0,0
NM_025077,TOE1,6,15,0.188 ,0.099 ,0.228 ,0.153 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_000110,DPYD,-,-,-,-,-,-0.107 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_018166,C1ORF78,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_005988,SPRR2A,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001009611,PRAMEF4,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
NM_178122,C1ORF201,-,-,-,-,-,-0.183 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_004285,H6PD,-,-,-,-,-,-1.013 ,0.627 ,0,0,0,0,0,0,0,0,0
NM_053055,THEM4,-,-,-,-,-,0.199 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_021933,IIP45,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_015999,ADIPOR1,-,-,-,-,-,0.104 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_030786,SYNC1,-,-,-,-,-,-1.326 ,0.237 ,1,0,1,0,0,0,0,0,0
NM_015714,G0S2,-,-,-,-,-,0.545 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_001018053,PFKFB2,-,-,-,-,-,-0.649 ,0.248 ,1,0,1,0,0,0,0,0,0
NM_181719,TMCO4,-,-,-,-,-,-0.196 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_201398,FLAD1,-,-,-,-,-,0.090 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_178134,CYP4Z1,-,-,-,-,-,0.101 ,0.422 ,0,0,0,0,0,0,0,0,0
NM_020335,VANGL2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_022051,EGLN1,-,-,-,-,-,0.578 ,0.211 ,0,0,0,0,0,0,0,0,0
NM_006617,NES,-,-,-,-,-,-0.216 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_000906,NPR1,-,-,-,-,-,-0.679 ,0.214 ,0,0,0,0,0,0,0,0,0
NM_178435,LCE3E,-,-,-,-,-,0.325 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_080429,AQP10,-,-,-,-,-,0.504 ,0.211 ,0,0,1,0,0,0,0,0,0
NM_153259,MCOLN2,-,-,-,-,-,0.099 ,0.206 ,0,0,0,0,0,1,0,0,0
NM_000983,RPL22,4,22,0.030 ,-0.115 ,0.040 ,-0.313 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_006472,TXNIP,-,-,-,-,-,0.977 ,0.223 ,0,0,0,0,0,0,0,0,0
NM_015139,SLC35D1,-,-,-,-,-,0.118 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_013330,NME7,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_001559,IL12RB2,-,-,-,-,-,0.134 ,0.518 ,0,0,1,0,0,0,0,0,0
NM_156038,CSF3R,-,-,-,-,-,0.200 ,0.227 ,0,0,0,0,0,0,0,0,0
NM_014280,DNAJC8,11,34,0.018 ,-0.178 ,0.131 ,-0.059 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001040441,ZBTB8,-,-,-,-,-,-0.340 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_024911,GPR177,-,-,-,-,-,0.059 ,0.204 ,0,0,0,0,1,0,0,0,0
NM_018194,HHAT,-,-,-,-,-,0.313 ,0.206 ,0,0,1,0,0,0,0,0,0
NM_014223,NFYC,4,7,0.080 ,0.044 ,0.169 ,0.311 ,0.206 ,0,1,0,0,0,0,0,0,0
NM_052943,FAM46B,-,-,-,-,-,-0.457 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_015534,ZZZ3,-,-,-,-,-,0.094 ,0.204 ,0,1,0,0,1,0,0,0,0
NM_019610,CCBL2,13,47,-0.017 ,-0.149 ,0.105 ,-0.160 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_000491,C1QB,-,-,-,-,-,0.042 ,0.273 ,0,0,0,0,0,0,0,0,0
NM_005424,TIE1,-,-,-,-,-,0.084 ,0.612 ,0,0,0,0,0,0,0,0,0
NM_000069,CACNA1S,-,-,-,-,-,0.042 ,0.217 ,0,0,0,0,0,0,0,0,0
NM_033438,SLAMF9,-,-,-,-,-,-0.002 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_152238,SNX7,-,-,-,-,-,-0.594 ,0.211 ,0,0,0,0,0,0,0,1,0
NM_052891,PGLYRP3,-,-,-,-,-,0.180 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_006786,UTS2,-,-,-,-,-,-0.275 ,0.384 ,0,0,0,0,0,0,0,0,0
NM_032738,FCRLA,-,-,-,-,-,0.000 ,1.882 ,0,0,0,0,0,0,0,0,0
NM_001625,AK2,-,-,-,-,-,0.259 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_014875,KIF14,-,-,-,-,-,-0.609 ,0.212 ,0,0,0,0,2,0,0,1,0
NM_014638,PLCH2,-,-,-,-,-,-0.042 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_152371,C1ORF93,-,-,-,-,-,-0.109 ,0.204 ,0,1,0,0,0,0,0,0,0
NM_005149,TBX19,-,-,-,-,-,0.000 ,1.965 ,0,0,0,0,0,0,0,0,0
NM_207189,BRDT,-,-,-,-,-,-0.174 ,1.707 ,0,0,0,0,1,2,0,0,0
NM_030663,SMCP,-,-,-,-,-,0.068 ,0.235 ,0,0,0,0,0,0,0,0,0
NM_001033082,MYCL1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_014970,KIFAP3,-,-,-,-,-,-0.255 ,0.205 ,0,0,0,0,2,1,0,0,0
NM_000815,GABRD,-,-,-,-,-,-0.057 ,0.228 ,0,0,0,0,1,0,0,0,0
NM_002857,PEX19,-,-,-,-,-,0.130 ,0.204 ,1,1,0,0,0,0,0,0,0
NM_080868,ASB17,-,-,-,-,-,0.039 ,1.519 ,0,0,0,0,0,0,0,0,0
NM_000862,HSD3B1,-,-,-,-,-,-1.919 ,0.912 ,0,1,0,0,1,0,0,0,0
NM_003240,LEFTY2,-,-,-,-,-,1.081 ,0.376 ,1,0,0,0,0,0,0,0,0
NM_001115113,WDR26,-,-,-,-,-,-0.144 ,0.207 ,0,1,0,0,0,1,0,1,0
NM_022872,IFI6,-,-,-,-,-,0.109 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_006902,PRRX1,-,-,-,-,-,-0.015 ,0.265 ,0,0,0,0,0,0,0,0,0
NM_020127,TUFT1,-,-,-,-,-,0.117 ,0.204 ,0,0,1,0,0,0,0,0,0
NM_014388,C1ORF107,8,15,0.315 ,0.185 ,0.505 ,0.221 ,0.292 ,0,0,0,0,0,1,0,0,0
NM_000702,ATP1A2,-,-,-,-,-,0.412 ,0.525 ,0,0,0,0,0,0,0,0,0
NM_001039457,ATP6V0B,-,-,-,-,-,0.051 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_004673,ANGPTL1,-,-,-,-,-,0.617 ,0.926 ,0,0,0,0,0,0,0,0,0
NM_205768,ZNF238,-,-,-,-,-,-0.644 ,1.460 ,0,0,0,0,0,0,0,0,0
NM_014801,PCNXL2,-,-,-,-,-,-0.153 ,0.205 ,0,0,0,0,0,1,0,0,0
NM_024603,C1ORF165,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_014176,UBE2T,-,-,-,-,-,-0.132 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_152304,RAB42,-,-,-,-,-,-0.754 ,0.218 ,0,0,0,0,0,0,0,0,0
NM_152608,C1ORF55,-,-,-,-,-,0.912 ,0.221 ,0,0,0,0,0,0,0,0,0
NM_001006943,EPHA8,-,-,-,-,-,0.000 ,2.049 ,0,0,0,0,0,0,0,0,0
NM_006365,C1ORF61,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1
NM_014571,HEYL,-,-,-,-,-,-0.100 ,0.307 ,0,0,0,0,0,0,0,0,0
NM_177422,EIF2C3,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
NM_001010926,HES5,-,-,-,-,-,0.046 ,0.268 ,0,0,0,0,0,0,0,0,0
NM_001126,ADSS,-,-,-,-,-,0.230 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_033313,CDC14A,-,-,-,-,-,-0.814 ,0.615 ,0,0,0,0,0,0,0,0,0
NM_014944,CLSTN1,-,-,-,-,-,0.048 ,0.204 ,0,0,1,1,0,0,0,0,0
NM_001102601,LOC126661,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_005095,ZMYM4,6,11,-0.139 ,-1.488 ,-0.079 ,0.100 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_032872,SYTL1,-,-,-,-,-,-0.147 ,0.220 ,0,0,0,0,0,0,0,0,0
NM_012231,PRDM2,-,-,-,-,-,0.247 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_017629,EIF2C4,-,-,-,-,-,-0.065 ,0.211 ,0,1,0,0,0,1,0,0,0
NM_017850,C1ORF109,-,-,-,-,-,-0.232 ,0.205 ,2,0,0,0,1,0,0,0,0
NM_003679,KMO,-,-,-,-,-,0.199 ,0.213 ,1,0,0,0,0,0,0,0,0
NM_004958,FRAP1,-,-,-,-,-,0.050 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_152697,SLC44A5,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_052966,FAM129A,-,-,-,-,-,-0.493 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_024329,EFHD2,2,3,0.236 ,0.218 ,0.353 ,0.551 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_033504,TMEM54,-,-,-,-,-,-0.384 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_182976,ZNF326,2,2,-0.654 ,-1.051 ,-0.257 ,0.316 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_000081,LYST,-,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0
NM_007158,CSDE1,14,29,-0.077 ,-0.283 ,0.046 ,-0.026 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_052877,MED8,2,4,0.052 ,-0.213 ,0.234 ,-0.679 ,0.213 ,0,0,0,0,0,0,0,0,0
NM_004696,SLC16A4,-,-,-,-,-,0.458 ,0.210 ,0,0,1,0,1,0,0,0,0
NM_020443,NAV1,-,-,-,-,-,-0.653 ,0.217 ,0,0,0,0,0,0,0,0,0
NM_153254,TTLL10,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_007051,FAF1,-,-,-,-,-,-0.493 ,0.209 ,0,0,0,0,1,0,0,0,0
NM_021181,SLAMF7,-,-,-,-,-,0.119 ,0.232 ,0,1,0,0,0,0,0,0,0
NM_000098,CPT2,1,2,0.345 ,0.266 ,0.424 ,-0.003 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001012758,NUDT17,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001018837,HAX1,-,-,-,-,-,-0.058 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_152280,SYT11,-,-,-,-,-,-0.139 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_052868,IGSF8,-,-,-,-,-,0.015 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_007122,USF1,-,-,-,-,-,-0.387 ,0.224 ,0,0,0,0,0,0,0,0,0
NM_000969,RPL5,14,73,-0.169 ,-0.304 ,-0.112 ,0.021 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001114103,C1ORF159,-,-,-,-,-,-0.038 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_016258,YTHDF2,1,2,-0.038 ,-0.215 ,0.139 ,0.065 ,0.204 ,0,1,0,0,0,0,0,1,0
NM_005455,ZRANB2,6,12,0.067 ,-0.035 ,0.273 ,0.138 ,0.204 ,0,1,0,0,0,0,0,0,0
NM_152902,TIPRL,-,-,-,-,-,0.088 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001012425,C1ORF146,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_004515,ILF2,19,111,0.031 ,-0.067 ,0.070 ,-0.221 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_032264,NBPF3,-,-,-,-,-,-0.240 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_002858,ABCD3,4,7,-0.200 ,-0.373 ,-0.110 ,-0.071 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_006516,SLC2A1,2,7,-0.836 ,-1.005 ,-0.771 ,0.218 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_174858,AK5,-,-,-,-,-,0.432 ,0.253 ,0,0,0,0,0,0,0,0,0
NM_002348,LY9,-,-,-,-,-,-0.082 ,0.347 ,0,0,0,0,0,0,0,0,0
NM_145172,WDR63,-,-,-,-,-,-0.091 ,0.232 ,0,0,0,1,0,0,0,0,0
NM_001017418,SPRR2B,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_005266,GJA5,-,-,-,-,-,-0.020 ,0.335 ,0,0,0,0,0,0,0,0,0
NM_024749,VASH2,-,-,-,-,-,0.386 ,0.207 ,0,1,0,0,0,0,0,0,0
NM_207578,PRKACB,-,-,-,-,-,-0.476 ,0.227 ,0,0,1,0,0,0,0,0,0
NM_015215,CAMTA1,-,-,-,-,-,-0.072 ,0.409 ,0,0,0,0,2,0,0,0,0
NM_004974,KCNA2,-,-,-,-,-,0.345 ,0.213 ,0,0,0,0,1,0,0,0,0
NM_002810,PSMD4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001031800,TIPRL,-,-,-,-,-,-0.110 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_018372,C1ORF103,-,-,-,-,-,0.424 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_153274,BEST4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_020439,CAMK1G,-,-,-,-,-,0.090 ,0.230 ,0,0,0,0,0,0,0,0,0
NM_000450,SELE,-,-,-,-,-,0.000 ,2.064 ,0,1,0,0,1,0,0,0,0
NM_001005353,AK3L1,-,-,-,-,-,0.589 ,0.211 ,0,0,0,0,0,0,0,0,0
NM_018254,RCOR3,-,-,-,-,-,0.078 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_003666,BLZF1,-,-,-,-,-,0.149 ,0.206 ,0,0,0,0,0,1,0,0,0
NM_001093725,MEX3A,-,-,-,-,-,0.424 ,0.208 ,0,0,2,0,0,0,0,0,0
NM_025150,TARS2,-,-,-,-,-,-0.176 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_030918,SNX27,-,-,-,-,-,0.094 ,0.205 ,0,1,0,0,1,0,0,0,0
NM_005595,NFIA,2,10,-0.268 ,-1.301 ,-0.196 ,-1.134 ,0.229 ,0,0,0,0,0,0,0,0,0
NM_000300,PLA2G2A,-,-,-,-,-,0.014 ,0.221 ,0,0,0,0,0,0,0,0,0
NM_001039585,PTGFR,-,-,-,-,-,-0.598 ,0.228 ,0,0,0,0,0,0,0,0,0
NM_000433,NCF2,-,-,-,-,-,-0.185 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001918,DBT,6,13,-0.119 ,-0.280 ,-0.031 ,-0.098 ,0.205 ,1,0,1,0,1,0,0,0,0
NM_004872,TMEM59,-,-,-,-,-,-0.205 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001013632,TCTEX1D4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_152499,CCDC24,-,-,-,-,-,-1.016 ,0.312 ,0,0,0,0,0,0,0,0,0
NM_019891,ERO1LB,-,-,-,-,-,0.752 ,0.342 ,0,0,0,0,0,0,0,0,0
NM_017709,FAM46C,-,-,-,-,-,0.466 ,0.297 ,0,1,0,0,0,0,0,0,0
NM_201630,LRRN2,-,-,-,-,-,0.330 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_000029,AGT,-,-,-,-,-,-0.135 ,0.406 ,1,0,0,0,0,0,0,0,0
NM_018085,IPO9,-,-,-,-,-,0.086 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_153741,DPM3,-,-,-,-,-,-0.092 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001012970,C1ORF100,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_207420,SLC2A7,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_019026,TMCO1,2,2,-0.017 ,-0.032 ,-0.002 ,0.219 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_005517,HMGN2,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
NM_000537,REN,-,-,-,-,-,0.086 ,0.215 ,0,0,0,0,0,0,0,0,0
NM_182533,C1ORF86,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_024848,MORN1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_032324,C1ORF57,3,4,0.010 ,-0.097 ,0.138 ,-0.057 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_018438,FBXO6,-,-,-,-,-,0.153 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_198077,C1ORF52,-,-,-,-,-,-0.256 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_003101,SOAT1,-,-,-,-,-,-0.234 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_001098722,GNG4,-,-,-,-,-,0.220 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_014849,SV2A,-,-,-,-,-,-0.005 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_002506,NGF,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_015203,KIAA0460,19,38,-0.098 ,-0.225 ,0.009 ,-0.258 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_032880,IGSF21,-,-,-,-,-,0.612 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_001113411,FGGY,-,-,-,-,-,-0.280 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_178840,C1ORF64,-,-,-,-,-,-0.199 ,0.316 ,0,0,0,0,0,0,0,0,0
NM_012090,MACF1,8,12,-0.180 ,-0.448 ,-0.094 ,0.069 ,0.204 ,0,0,0,0,1,1,0,0,0
NM_006513,SARS,-,-,-,-,-,-0.174 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_002023,FMOD,-,-,-,-,-,-0.294 ,0.216 ,0,0,0,0,0,0,0,0,0
NM_001001933,LHX8,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_145278,C1ORF150,-,-,-,-,-,0.000 ,2.047 ,0,0,0,0,0,0,0,0,0
NM_021222,PRUNE,-,-,-,-,-,-0.224 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_032852,ATG4C,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001039477,C1ORF38,-,-,-,-,-,-0.576 ,0.215 ,0,0,0,0,0,0,0,0,0
NM_002403,MFAP2,-,-,-,-,-,-0.336 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001033667,LY9,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_016308,CMPK1,-,-,-,-,-,0.146 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_058170,OLFM3,-,-,-,-,-,-0.133 ,1.771 ,0,0,0,0,0,0,0,0,0
NM_005341,ZBTB48,-,-,-,-,-,-0.120 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001889,CRYZ,-,-,-,-,-,-0.396 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_014774,KIAA0494,-,-,-,-,-,0.501 ,0.209 ,0,1,0,0,0,0,0,0,0
NM_017773,LAX1,-,-,-,-,-,-0.864 ,1.334 ,0,0,0,0,0,0,0,0,0
NM_032305,POLR3GL,-,-,-,-,-,-0.298 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_013441,RCAN3,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_004964,HDAC1,16,62,0.030 ,-0.085 ,0.064 ,-0.057 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_013319,UBIAD1,-,-,-,-,-,0.318 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_012134,LMOD1,-,-,-,-,-,-0.200 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_006917,RXRG,4,8,0.140 ,0.078 ,0.464 ,0.968 ,1.659 ,0,0,0,0,0,0,0,0,0
NM_194314,ZBTB41,-,-,-,-,-,0.763 ,1.162 ,1,0,0,0,1,2,0,0,0
NM_024602,HECTD3,-,-,-,-,-,-0.157 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001099627,FAM54B,-,-,-,-,-,-0.392 ,0.207 ,0,1,0,0,1,0,0,0,0
NM_182948,PRKACB,-,-,-,-,-,0.181 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_015849,ELA2B,-,-,-,-,-,0.232 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_018265,C1ORF106,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_032858,MAEL,-,-,-,-,-,-0.027 ,0.260 ,0,0,0,0,0,0,0,0,0
NM_002004,FDPS,-,-,-,-,-,-0.469 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_001009598,RXRG,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_005872,BCAS2,16,72,0.026 ,-0.047 ,0.167 ,0.270 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001003665,C1ORF95,-,-,-,-,-,0.006 ,0.281 ,0,0,0,0,0,0,0,0,0
NM_130782,RGS18,-,-,-,-,-,0.022 ,0.294 ,0,1,0,0,0,0,0,0,0
NM_017846,TRSPAP1,-,-,-,-,-,-0.585 ,0.212 ,0,1,0,0,0,0,0,0,0
NM_152763,C1ORF62,-,-,-,-,-,0.418 ,0.275 ,0,0,0,0,1,0,0,0,0
NM_006600,NUDC,-,-,-,-,-,-0.349 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_005973,PRCC,-,-,-,-,-,0.263 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001006605,FAM69A,-,-,-,-,-,0.139 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_006818,MLLT11,-,-,-,-,-,-0.203 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001035513,SDHC,-,-,-,-,-,-0.238 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_007262,PARK7,-,-,-,-,-,0.056 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_020440,PTGFRN,-,-,-,-,-,0.155 ,0.206 ,0,0,0,0,0,1,0,0,0
NM_014949,KIAA0907,-,-,-,-,-,0.033 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_198173,GRHL3,-,-,-,-,-,0.021 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_007365,PADI2,-,-,-,-,-,0.279 ,0.228 ,0,0,0,0,0,0,0,0,0
NM_000851,GSTM5,-,-,-,-,-,0.354 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_006824,EBNA1BP2,14,45,0.168 ,0.036 ,0.231 ,0.300 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001104548,LOC642587,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_024646,ZYG11B,-,-,-,-,-,-0.527 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_138346,KIAA2013,-,-,-,-,-,0.145 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_004565,PEX14,-,-,-,-,-,0.168 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001010984,C1ORF124,-,-,-,-,-,0.073 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_002978,SCNN1D,-,-,-,-,-,0.243 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_021960,MCL1,-,-,-,-,-,-0.236 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_006369,LRRC41,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_148960,CLDN19,-,-,-,-,-,0.031 ,0.287 ,0,0,1,0,0,0,0,0,0
NM_018891,LAMC2,-,-,-,-,-,0.064 ,0.378 ,0,0,0,0,0,0,0,0,0
NM_002393,MDM4,-,-,-,-,-,0.171 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_006820,IFI44L,-,-,-,-,-,-0.598 ,0.211 ,0,1,1,0,1,0,0,0,0
