Reference,Gene,Peptide,Protein,miR-17/20a_6mer,miR-17/20a_7mer-A1,miR-17/20a_7mer-m8,miR-17/20a_8mer,miR-18a_6mer,miR-18a_7mer-A1,miR-18a_7mer-m8,miR-18a_8mer,miR-19a/b_6mer,miR-19a/b_7mer-A1,miR-19a/b_7mer-m8,miR-19a/b_8mer,miR-92a_6mer,miR-92a_7mer-A1,miR-92a_7mer-m8,miR-92a_8mer
BC033880.2,ATP11B,2,-0.379442934,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
NM_014616,ATP11B,2,-0.379442934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC042180.1,ATP11B,2,-0.379442934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006888,CALM1,36,-0.378711064,3,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
NM_003290,TPM4,38,-0.377420949,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004556,NFKBIE,2,-0.375644427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001831,CLU,3,-0.375485581,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NM_004614,TK2,2,-0.374624635,0,0,0,0,1,0,0,0,3,3,1,1,1,0,0,0
NM_025185,TANC2,2,-0.373458902,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
NM_006527,SLBP,2,-0.372601364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001014809,CRMP1,3,-0.372050933,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
NM_015354,NUP188,5,-0.370990172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000245,MET,5,-0.370338182,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
NM_207344,SPRYD4,3,-0.368331925,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
NM_021914,CFL2,4,-0.368072956,2,0,2,0,0,0,0,0,2,0,2,0,1,1,0,0
NM_003748,ALDH4A1,2,-0.367298122,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_001536,PRMT1,6,-0.366782652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005555,KRT6B,7,-0.365165412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015268,DNAJC13,8,-0.363966065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003900,SQSTM1,6,-0.363245874,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
NM_001002814,RAB11FIP1,5,-0.362817166,5,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0
NM_199193,BRE,2,-0.361852561,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_002355,M6PR,8,-0.361552091,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0
NM_001039141,TRIOBP,7,-0.360406594,2,1,1,0,2,0,1,0,3,0,0,0,0,0,0,0
NM_138632,TRIOBP,7,-0.360406594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016575,NT5DC3,2,-0.360272077,3,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0
NM_031216,SEH1L,3,-0.358748759,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004583,RAB5C,4,-0.358453821,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_001025603,RFX5,7,-0.356637788,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
NM_003564,TAGLN2,130,-0.356530074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001003,RPLP1,8,-0.356126845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003302,TRIP6,8,-0.354835513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017491,WDR1,13,-0.354336162,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0
NM_005397,PODXL,2,-0.352034806,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
NM_002756,MAP2K3,6,-0.350862824,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
NM_015231,NUP160,3,-0.350827497,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
AK026236.1,NUP160,3,-0.350827497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002532,NUP88,2,-0.350056695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015252,EHBP1,6,-0.349892646,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
AK090552.1,PDXDC1,5,-0.349781076,1,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0
NM_015027,PDXDC1,5,-0.349781076,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001112726,KIAA0284,3,-0.348915889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_005880,DNAJA2,2,-0.348753645,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0
NM_000520,HEXA,5,-0.348501768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166,BIRC2,2,-0.348430547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020792,AADACL1,4,-0.348283754,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
AK126946.1,AADACL1,4,-0.348283754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020821,VPS13C,16,-0.345231129,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
NM_001018088,VPS13C,16,-0.345231129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003289,TPM2,23,-0.344356346,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_213674,TPM2,23,-0.344356346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181342,FKBP7,2,-0.343983012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005669,REEP5,4,-0.342199262,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
NM_013432,NFKBIL2,2,-0.341778356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032591,SLC9A7,2,-0.339761602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005578,LPP,19,-0.338884533,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_001031683,IFIT3,4,-0.338748052,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014624,S100A6,38,-0.338358756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003238,TGFB2,3,-0.336350211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK021690.1,PHLDB1,3,-0.335998753,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015157,PHLDB1,3,-0.335998753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004841,RASAL2,2,-0.335023861,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
NM_014878,KIAA0020,2,-0.334991526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032410,HOOK3,2,-0.334714571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018003,UACA,8,-0.33372121,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
NM_001457,FLNB,91,-0.333715203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020992,PDLIM1,9,-0.333288024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_004241,JMJD1C,2,-0.332765467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002966,S100A10,3,-0.332073369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004995,MMP14,6,-0.331872886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002745,MAPK1,6,-0.331078775,4,2,1,1,2,0,0,0,2,0,1,0,0,0,0,0
NM_002273,KRT8,81,-0.33085772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014612,FAM120A,6,-0.329586568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015258,FKBP15,16,-0.329511672,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
NM_004104,FASN,64,-0.329291081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002627,PFKP,32,-0.328589317,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_018240,KIRREL,3,-0.328421882,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_002868,RAB5B,4,-0.326871201,3,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0
NM_015205,ATP11A,4,-0.325370122,3,1,1,0,0,0,0,0,3,1,2,0,4,1,0,0
NM_013943,CLIC4,20,-0.325017727,3,2,0,0,1,0,0,0,2,0,1,0,1,0,1,0
NM_020774,MIB1,2,-0.324930884,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
NM_003401,XRCC4,2,-0.32394365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_133493,CD109,6,-0.322474935,2,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0
NM_001037738,NPM1,21,-0.321738316,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_199185,NPM1,21,-0.321738316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005451,PDLIM7,9,-0.321007591,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_213636,PDLIM7,9,-0.321007591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021138,TRAF2,4,-0.320795923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001846,COL4A2,3,-0.32056536,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018230,NUP133,4,-0.319831762,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
NM_001042414,PSPC1,10,-0.319725442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018343,RIOK2,4,-0.3196593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015046,SETX,3,-0.315989613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004707,ATG12,2,-0.314511868,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_005255,GAK,8,-0.313775325,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_002096,GTF2F1,10,-0.313605718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018020,TPM1,43,-0.313071785,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_000366,TPM1,43,-0.313071785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018008,TPM1,43,-0.313071785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024060,AHNAK,172,-0.312779726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014866,SEC16A,4,-0.312198561,4,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0
NM_152263,TPM3,8,-0.311831254,7,1,3,1,3,1,1,0,2,0,0,0,2,0,1,0
NM_001043352,TPM3,8,-0.311831254,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_032860,LTV1,5,-0.310755053,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
AK095269.1,LTV1,5,-0.310755053,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001132,ITSN1,2,-0.308616815,0,0,0,0,1,0,0,0,3,2,2,2,1,0,0,0
NM_003024,ITSN1,2,-0.308616815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_015254,KIF13B,10,-0.307801336,1,0,1,0,1,1,1,1,2,0,1,0,0,0,0,0
AK129580.1,KIF13B,10,-0.307801336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004718,COX7A2L,2,-0.305975887,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
NM_022157,RRAGC,2,-0.305652521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017540,GALNT10,4,-0.305065663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_153261,TMEM188,2,-0.304566022,2,1,0,0,0,0,0,0,2,1,0,0,1,1,1,1
NM_005556,KRT7,19,-0.304455687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003566,EEA1,16,-0.304419183,3,0,1,0,0,0,0,0,1,1,0,0,4,1,1,0
NM_005154,USP8,4,-0.303631595,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_001079846,CREBBP,2,-0.30242899,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
NM_020846,SLAIN2,6,-0.302337245,4,2,1,1,0,0,0,0,0,0,0,0,4,0,0,0
NM_015040,PIP5K3,2,-0.301705332,2,0,1,0,0,0,0,0,2,0,1,0,3,0,3,0
NM_152671,PIP5K3,2,-0.301705332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001458,FLNC,22,-0.301450847,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
NM_007216,HPS5,2,-0.300915861,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_000303,PMM2,12,-0.299874547,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
NM_003749,IRS2,2,-0.299784321,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
NM_002662,PLD1,2,-0.298435443,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014845,FIG4,3,-0.298428969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006141,DYNC1LI2,17,-0.297641636,5,0,3,0,1,0,0,0,3,0,1,0,1,0,0,0
NM_199184,C6ORF108,3,-0.296443702,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_003370,VASP,11,-0.296435545,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_002095,GTF2E2,5,-0.296308452,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_018475,TMEM165,3,-0.296159334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_178148,SLC35B2,2,-0.295076866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_183352,SEC13,2,-0.295009771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000107,DDB2,2,-0.294797506,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003164,STX5,3,-0.294074973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_014955,KIAA0859,2,-0.293515201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015525,IBTK,2,-0.293034935,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
NM_002502,NFKB2,7,-0.29286523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004341,CAD,19,-0.290432913,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
NM_006420,ARFGEF2,11,-0.290325171,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
NM_002435,MPI,3,-0.289572245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006634,ARHGAP17,4,-0.288632057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024664,PPCS,2,-0.28782935,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
NM_001105568,KIF13A,4,-0.286076176,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
NM_001105566,KIF13A,4,-0.286076176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001153,ANXA4,17,-0.286063355,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_018439,IMPACT,3,-0.286010862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_024816,RABEP2,3,-0.283876947,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_014666,CLINT1,6,-0.283641954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005909,MAP1B,17,-0.282915766,1,0,0,0,3,0,0,0,1,0,1,0,1,1,1,1
NM_017735,TTC27,4,-0.281428521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003249,THOP1,8,-0.281365538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_022833,FAM129B,12,-0.280816151,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006066,AKR1A1,2,-0.280674938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002204,ITGA3,26,-0.279954232,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_014023,WDR37,2,-0.279708134,3,1,2,1,2,0,1,0,1,0,1,0,1,1,0,0
NM_030660,ATXN3,7,-0.279664561,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
NM_014988,LIMCH1,4,-0.279409225,3,1,0,0,0,0,0,0,4,3,1,1,3,3,0,0
NM_017631,DDX60,2,-0.278631106,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_012106,ARL2BP,3,-0.278597675,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
NM_016547,SDF4,9,-0.277515078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006421,ARFGEF1,10,-0.277239411,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
NM_138394,HNRPLL,4,-0.276809711,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
BC008217.1,HNRPLL,4,-0.276809711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001628,AKR1B1,43,-0.276736453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014048,MKL2,2,-0.276478713,7,2,2,0,0,0,0,0,3,1,2,1,5,1,2,0
AK126948.1,MKL2,2,-0.276478713,3,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0
BC047761.1,MKL2,2,-0.276478713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152716,PATL1,4,-0.274563276,1,0,0,0,2,1,0,0,2,2,2,2,0,0,0,0
NM_015986,CRLF3,4,-0.274425769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_006373,VAT1,25,-0.273656328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_147150,PALM2-AKAP2,6,-0.271854641,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
NM_015576,ERC2,4,-0.270143175,0,0,0,0,1,1,0,0,2,0,0,0,2,0,1,0
NM_005047,PSMD5,9,-0.270056025,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1
NM_016287,HP1BP3,6,-0.269658775,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0
NM_004298,NUP155,2,-0.269224695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039584,PICK1,2,-0.268868298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004670,PAPSS2,2,-0.268460854,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
NM_001102653,OTUD4,3,-0.267872999,7,2,1,0,1,0,0,0,2,0,0,0,2,1,1,1
NM_017493,OTUD4,3,-0.267872999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_019022,TXNDC10,3,-0.267685709,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_205847,GMPPA,3,-0.266968737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_031286,SH3BGRL3,5,-0.266130511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015603,CCDC9,2,-0.265342911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000223,KRT12,2,-0.264196933,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000381,MID1,2,-0.264014745,3,0,1,0,1,0,0,0,2,1,1,1,2,0,0,0
NM_005561,LAMP1,6,-0.26343659,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_206876,PPP1CB,6,-0.262775939,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
NM_001039091,PRPS2,2,-0.262422537,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_020376,PNPLA2,2,-0.262278309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020532,RTN4,8,-0.26148101,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_015388,YIPF3,4,-0.26074334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000100,CSTB,4,-0.26033916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000398,CYB5R3,5,-0.260226747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001004,RPLP2,12,-0.259755815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004869,VPS4B,10,-0.258243881,1,0,1,0,2,0,1,0,2,1,1,1,1,0,1,0
NM_006262,PRPH,16,-0.25811982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152227,SNX5,6,-0.258036641,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
NM_000290,PGAM2,6,-0.257642079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014089,NUPL1,3,-0.257084209,2,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0
NM_001008565,NUPL1,3,-0.257084209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013438,FXR1,5,-0.254425573,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
NM_001033549,C19ORF62,7,-0.254254837,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_016103,SAR1B,2,-0.25394943,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_001098477,GRSF1,9,-0.25316125,2,0,1,0,1,0,1,0,3,2,2,2,1,0,0,0
NM_015176,FBXO28,2,-0.250440048,1,0,0,0,1,0,0,0,3,0,1,0,1,1,0,0
NM_005113,GOLGA5,4,-0.249723261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002211,ITGB1,23,-0.249705426,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_033666,ITGB1,23,-0.249705426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012430,SEC22A,3,-0.24943594,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_005570,LMAN1,9,-0.249425128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012120,CD2AP,2,-0.248648193,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
NM_016147,PPME1,17,-0.248109921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_173063,CAST,11,-0.245924073,2,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0
NM_002116,HLA-A,2,-0.245856479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015466,PTPN23,3,-0.245809261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_201380,PLEC1,95,-0.245353918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_175609,ARFGAP1,3,-0.24372362,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0
NM_022908,NT5DC2,3,-0.243544647,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_004395,DBN1,4,-0.243439644,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_023078,PYCRL,4,-0.243436185,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
NM_001014795,ILK,18,-0.2429527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_182612,PDDC1,2,-0.241797256,4,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0
NM_000122,ERCC3,9,-0.241626276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016216,DBR1,4,-0.241314251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_006311,NCOR1,3,-0.240880168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030773,TUBB1,46,-0.24080986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198951,TGM2,3,-0.240782794,1,1,1,1,2,0,0,0,1,1,1,1,2,0,0,0
NM_004613,TGM2,3,-0.240782794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001692,ATP6V1B1,4,-0.240577003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000320,QDPR,5,-0.238979288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012478,WBP2,3,-0.238876246,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_031490,LONP2,2,-0.23880354,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
NM_145753,PHLDB2,15,-0.238481465,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003915,CPNE1,4,-0.236856539,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_015530,GORASP2,5,-0.235980923,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
NM_004415,DSP,16,-0.235842487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017999,RNF31,3,-0.235567732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001014811,ME3,4,-0.235353513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014855,KIAA0415,2,-0.23497834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000528,MAN2B1,4,-0.234682469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000152,GAA,22,-0.234103766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_139207,NAP1L1,16,-0.23363192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006136,CAPZA2,2,-0.233366584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017925,DENND4C,3,-0.232242826,2,0,1,0,1,0,0,0,2,0,1,0,2,2,0,0
NM_002859,PXN,14,-0.231839151,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_002375,MAP4,57,-0.2316411,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
NM_030885,MAP4,57,-0.2316411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006267,RANBP2,27,-0.231501801,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BC004985.1,NLN,12,-0.231304228,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020726,NLN,12,-0.231304228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024776,SGK269,2,-0.231219102,5,3,1,1,3,0,1,0,0,0,0,0,4,0,2,0
NM_012099,CD3EAP,2,-0.231050958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_015726,WDR42A,6,-0.230341407,2,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
NM_183057,VPS28,6,-0.230095333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_018314,UEVLD,3,-0.229798071,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
NM_002484,NUBP1,4,-0.229182971,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033555,SPECC1,6,-0.229005564,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033554,SPECC1,6,-0.229005564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_178039,ERC1,16,-0.228932326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
